matrix,P,A,S,C,L/S,L/A,L/P,A/P,gA,gP,GenSD,VulSD,mJP,mJA,maxJP,maxJA,NODFst,N_LowHigh,#A,#P,meandegA,maxdegA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,23,68,91,0.1413,2.4286,3.25,9.6087,2.9565,0.42008,0.41065,5.5976,89.705,0.071873,0.16356,0.23235,0.60338,0.53129,1,68,23,3.25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,28,65,93,0.13626,2.6667,3.8154,8.8571,2.3214,0.35345,0.22943,7.5073,80.664,0.069939,0.16243,0.24352,0.51495,0.59744,1,65,28,3.8154,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,19,71,90,0.14974,2.2444,2.8451,10.632,3.7368,0.50624,0.54963,6.1707,29.695,0.10822,0.077674,0.25395,0.55203,0.017951,0,71,19,2.8451,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,28,66,94,0.14719,2.8936,4.1212,9.7143,2.3571,0.38103,0.47621,13.359,38.026,0.11663,0.079337,0.29822,0.44164,0.1133,1,66,28,4.1212,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,19,73,92,0.15789,2.3804,3,11.526,3.8421,0.41857,0.12853,4.272,77.737,0.071424,0.11607,0.18386,0.61816,0.12525,1,73,19,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,19,71,90,0.16308,2.4444,3.0986,11.579,3.7368,0.40298,0.65598,5.1625,52.824,0.086679,0.099251,0.21488,0.57433,-0.020068,0,71,19,3.0986,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,23,67,90,0.16029,2.7444,3.6866,10.739,2.913,0.41249,0.54036,9.2601,28.637,0.1111,0.080444,0.24391,0.48009,-0.0077335,0,67,23,3.6866,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,23,68,91,0.16049,2.7582,3.6912,10.913,2.9565,0.40865,0.49096,8.2969,37.934,0.10356,0.087609,0.25396,0.50781,0.019832,0,68,23,3.6912,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,21,70,91,0.14082,2.2747,2.9571,9.8571,3.3333,0.51067,0.46829,7.725,32.136,0.11914,0.074564,0.24968,0.61051,0.085251,0,70,21,2.9571,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,22,67,89,0.16418,2.7191,3.6119,11,3.0455,0.38368,0.26274,6.9436,32.383,0.093537,0.087113,0.23296,0.51949,-0.030943,0,67,22,3.6119,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,25,66,91,0.14727,2.6703,3.6818,9.72,2.64,0.32663,0.43403,6.4635,27.28,0.079656,0.080823,0.24352,0.48454,-0.075452,0,66,25,3.6818,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,20,69,89,0.15507,2.4045,3.1014,10.7,3.45,0.38608,0.47278,4.85,29.681,0.082661,0.084935,0.21499,0.5205,-0.064243,0,69,20,3.1014,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,28,63,91,0.14853,2.8791,4.1587,9.3571,2.25,0.24629,0.29977,7.2881,28.611,0.075982,0.081086,0.2203,0.39304,-0.073811,0,63,28,4.1587,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,20,70,90,0.145,2.2556,2.9,10.15,3.5,0.37443,1.0298,3.7972,20.373,0.07133,0.078528,0.18904,0.50495,-0.15369,0,70,20,2.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,26,65,91,0.14911,2.7692,3.8769,9.6923,2.5,0.28068,0.76804,7.1391,23.705,0.082799,0.079403,0.22896,0.45995,-0.039893,0,65,26,3.8769,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,19,68,87,0.16022,2.3793,3.0441,10.895,3.5789,0.40494,0.78186,4.8328,32.46,0.087993,0.092335,0.21553,0.57136,-0.070521,0,68,19,3.0441,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,22,69,91,0.1502,2.5055,3.3043,10.364,3.1364,0.40024,0.20825,5.3852,31.91,0.078343,0.082966,0.21522,0.51009,-0.068493,0,69,22,3.3043,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,25,66,91,0.1503,2.7253,3.7576,9.92,2.64,0.24139,0.38371,6.079,29.052,0.07766,0.083182,0.20947,0.44645,-0.045514,0,66,25,3.7576,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,20,71,91,0.14648,2.2857,2.9296,10.4,3.55,0.42848,0.32609,4.6274,38.825,0.077228,0.08411,0.19816,0.58169,-0.025802,0,71,20,2.9296,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,27,63,90,0.15344,2.9,4.1429,9.6667,2.3333,0.30992,0.24751,7.6556,30.919,0.081481,0.085671,0.24541,0.43255,-0.046304,0,63,27,4.1429,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,18,72,90,0.15509,2.2333,2.7917,11.167,4,0.47886,0.60578,3.8047,31.409,0.07818,0.087375,0.20623,0.56892,-0.073319,0,72,18,2.7917,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,19,71,90,0.14826,2.2222,2.8169,10.526,3.7368,0.38834,0.40222,3.9925,42.45,0.07267,0.089202,0.18218,0.57673,-0.058349,0,71,19,2.8169,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,18,73,91,0.14764,2.1319,2.6575,10.778,4.0556,0.51343,0.60646,3.8414,34.984,0.076904,0.084665,0.1866,0.62926,-0.041762,0,73,18,2.6575,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,23,67,90,0.15055,2.5778,3.4627,10.087,2.913,0.42372,0.54952,5.8853,24.504,0.082264,0.082437,0.23348,0.49974,-0.12635,0,67,23,3.4627,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,22,68,90,0.14906,2.4778,3.2794,10.136,3.0909,0.26169,0.36953,4.7012,32.553,0.074477,0.086408,0.20039,0.49709,-0.066374,0,68,22,3.2794,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,28,64,92,0.14788,2.8804,4.1406,9.4643,2.2857,0.30209,0.19694,7.4094,26.329,0.078013,0.080716,0.23564,0.41005,-0.079239,0,64,28,4.1406,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,22,68,90,0.14773,2.4556,3.25,10.045,3.0909,0.41892,0.59566,4.875,24.893,0.075632,0.079773,0.1966,0.50096,-0.098309,0,68,22,3.25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,23,66,89,0.15547,2.6517,3.5758,10.261,2.8696,0.34851,0.17933,5.6472,36.895,0.078194,0.090893,0.21411,0.48347,-0.028455,0,66,23,3.5758,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,27,65,92,0.14758,2.8152,3.9846,9.5926,2.4074,0.27799,0.85658,6.3196,23.835,0.07558,0.080369,0.21583,0.4119,-0.1242,0,65,27,3.9846,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,22,67,89,0.15129,2.5056,3.3284,10.136,3.0455,0.33445,0.63732,5.1624,21.963,0.080442,0.082201,0.23749,0.49484,-0.11494,0,67,22,3.3284,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,24,65,89,0.15769,2.764,3.7846,10.25,2.7083,0.35978,0.47972,6.6059,37.539,0.083924,0.092293,0.22213,0.46723,-0.013723,0,65,24,3.7846,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,19,68,87,0.15789,2.3448,3,10.737,3.5789,0.34461,0.24919,3.9132,39.18,0.076002,0.095128,0.21324,0.56485,-0.097596,0,68,19,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,25,66,91,0.1503,2.7253,3.7576,9.92,2.64,0.24187,0.37558,5.9343,28.192,0.076132,0.082184,0.21948,0.46156,-0.096955,0,66,25,3.7576,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,24,66,90,0.1452,2.5556,3.4848,9.5833,2.75,0.36283,0.89815,6.3891,22.416,0.083302,0.076641,0.22745,0.46343,-0.067142,0,66,24,3.4848,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,21,69,90,0.15183,2.4444,3.1884,10.476,3.2857,0.43693,0.78521,4.7756,29.561,0.080432,0.086958,0.22455,0.52586,-0.11658,0,69,21,3.1884,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,25,64,89,0.15625,2.809,3.9063,10,2.56,0.29626,0.31212,6.7018,30.551,0.082159,0.087185,0.2528,0.45365,-0.092651,0,64,25,3.9063,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,23,67,90,0.1538,2.6333,3.5373,10.304,2.913,0.28361,0.49807,5.688,29.382,0.080949,0.084428,0.22727,0.4861,-0.072947,0,67,23,3.5373,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,20,70,90,0.14929,2.3222,2.9857,10.45,3.5,0.42729,0.35595,4.4748,30.034,0.078019,0.083068,0.21079,0.52095,-0.091864,0,70,20,2.9857,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,27,63,90,0.15461,2.9222,4.1746,9.7407,2.3333,0.23916,0.74007,7.3287,22.211,0.083024,0.082484,0.2248,0.42039,-0.093463,0,63,27,4.1746,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,22,68,90,0.14706,2.4444,3.2353,10,3.0909,0.41406,0.437,5.7582,29.601,0.082415,0.080091,0.21938,0.48156,-0.056494,0,68,22,3.2353,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,27,64,91,0.15394,2.9231,4.1563,9.8519,2.3704,0.29735,0.37674,7.6322,22.316,0.083939,0.081299,0.23053,0.43161,-0.083907,0,64,27,4.1563,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,23,68,91,0.14898,2.5604,3.4265,10.13,2.9565,0.3777,0.53319,5.6261,24.302,0.080592,0.080501,0.22311,0.45432,-0.071007,0,68,23,3.4265,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,28,64,92,0.14844,2.8913,4.1563,9.5,2.2857,0.3047,0.21904,7.56,26.177,0.079031,0.081799,0.24079,0.43254,-0.070118,0,64,28,4.1563,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,25,66,91,0.14788,2.6813,3.697,9.76,2.64,0.25577,0.12066,5.7262,35.109,0.072301,0.085971,0.19711,0.44168,-0.03826,0,66,25,3.697,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,23,67,90,0.15315,2.6222,3.5224,10.261,2.913,0.3003,0.54478,5.7963,23.197,0.081978,0.081893,0.21636,0.46666,-0.10409,0,67,23,3.5224,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,21,68,89,0.15896,2.5506,3.3382,10.81,3.2381,0.33962,0.34844,4.6718,29.725,0.080382,0.090577,0.21102,0.52463,-0.12545,0,68,21,3.3382,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,19,68,87,0.15402,2.2874,2.9265,10.474,3.5789,0.35303,0.3895,4.1484,39.091,0.076341,0.088949,0.19774,0.55923,-0.043069,0,68,19,2.9265,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,28,64,92,0.149,2.9022,4.1719,9.5357,2.2857,0.29993,0.26543,7.5276,24.135,0.079103,0.079915,0.22994,0.39705,-0.080567,0,64,28,4.1719,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,22,68,90,0.1504,2.5,3.3088,10.227,3.0909,0.40853,0.44709,4.8595,25.822,0.076192,0.081839,0.19943,0.44788,-0.11588,0,68,22,3.3088,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,20,70,90,0.15071,2.3444,3.0143,10.55,3.5,0.40156,0.71418,4.9621,33.093,0.081954,0.081679,0.21467,0.53379,-0.025275,0,70,20,3.0143,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,20,69,89,0.15217,2.3596,3.0435,10.5,3.45,0.41302,0.52107,4.0911,25.379,0.074347,0.083094,0.20132,0.54042,-0.1469,0,69,20,3.0435,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,25,65,90,0.15262,2.7556,3.8154,9.92,2.6,0.36065,0.44391,6.2144,30.16,0.077991,0.084707,0.20725,0.43073,-0.078134,0,65,25,3.8154,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,24,64,88,0.15299,2.6705,3.6719,9.7917,2.6667,0.31451,0.56196,6.9563,34.646,0.085616,0.087583,0.23057,0.48045,0.0053146,0,64,24,3.6719,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,21,71,92,0.14889,2.413,3.1268,10.571,3.381,0.44771,0.35475,4.7546,29.82,0.076411,0.081597,0.20775,0.4993,-0.085311,0,71,21,3.1268,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,22,66,88,0.15909,2.625,3.5,10.5,3,0.36091,0.44246,5.9286,28.016,0.08581,0.085787,0.20758,0.5101,-0.099508,0,66,22,3.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,23,66,89,0.15613,2.6629,3.5909,10.304,2.8696,0.33704,0.18668,6.4229,30.351,0.084486,0.083939,0.21848,0.47257,-0.04031,0,66,23,3.5909,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,18,70,88,0.15476,2.2159,2.7857,10.833,3.8889,0.41723,0.38619,3.2129,30.698,0.071045,0.089565,0.1951,0.55891,-0.17579,0,70,18,2.7857,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,22,69,91,0.1469,2.4505,3.2319,10.136,3.1364,0.35775,0.30167,4.8366,23.884,0.075236,0.078327,0.2053,0.48811,-0.10219,0,69,22,3.2319,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,19,70,89,0.15263,2.2809,2.9,10.684,3.6842,0.36474,1.02,4.1353,25.196,0.078753,0.083179,0.18393,0.55687,-0.088411,0,70,19,2.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,28,63,91,0.14626,2.8352,4.0952,9.2143,2.25,0.34663,0.5058,8.694,32.732,0.082883,0.082291,0.24176,0.42563,0.040806,0,63,28,4.0952,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,28,64,92,0.149,2.9022,4.1719,9.5357,2.2857,0.25056,0.447,6.9949,20.016,0.078817,0.079161,0.22737,0.40707,-0.12722,0,64,28,4.1719,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,21,67,88,0.15778,2.5227,3.3134,10.571,3.1905,0.40044,0.66833,5.3243,30.007,0.083557,0.086611,0.21796,0.50817,-0.09708,0,67,21,3.3134,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,20,69,89,0.15507,2.4045,3.1014,10.7,3.45,0.3194,0.92776,3.8409,31.263,0.072891,0.088587,0.17977,0.56073,-0.14086,0,69,20,3.1014,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,22,67,89,0.15807,2.618,3.4776,10.591,3.0455,0.30186,1.2806,5.3929,27.474,0.083301,0.087285,0.20275,0.47866,-0.08705,0,67,22,3.4776,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,29,62,91,0.15295,3.022,4.4355,9.4828,2.1379,0.18937,0.19469,8.5232,31.207,0.081554,0.085964,0.24362,0.39139,-0.0010991,0,62,29,4.4355,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,24,67,91,0.14739,2.6044,3.5373,9.875,2.7917,0.28629,0.79972,5.621,23.353,0.077583,0.079034,0.22527,0.451,-0.097692,0,67,24,3.5373,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,22,69,91,0.14888,2.4835,3.2754,10.273,3.1364,0.34772,0.41891,4.989,36.31,0.073892,0.085061,0.19192,0.46197,-0.063641,0,69,22,3.2754,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,22,67,89,0.15604,2.5843,3.4328,10.455,3.0455,0.38127,0.19066,5.5167,34.407,0.081345,0.089659,0.2396,0.50009,-0.051076,0,67,22,3.4328,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,25,66,91,0.1503,2.7253,3.7576,9.92,2.64,0.23793,0.48321,6.2203,26.544,0.078491,0.081476,0.22925,0.44916,-0.097897,0,66,25,3.7576,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,21,67,88,0.15494,2.4773,3.2537,10.381,3.1905,0.26534,0.51233,4.6824,29.449,0.077571,0.084924,0.20312,0.45887,-0.093471,0,67,21,3.2537,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,25,66,91,0.15152,2.7473,3.7879,10,2.64,0.31593,0.37372,6.2864,27.839,0.079385,0.08371,0.21101,0.43749,-0.098371,0,66,25,3.7879,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,20,70,90,0.15,2.3333,3,10.5,3.5,0.42414,0.21571,4.054,44.872,0.070682,0.093052,0.21046,0.55507,-0.069508,0,70,20,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,19,72,91,0.15058,2.2637,2.8611,10.842,3.7895,0.45069,0.61669,4.4352,27.822,0.081656,0.081207,0.22255,0.57538,-0.085819,0,72,19,2.8611,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,22,67,89,0.15807,2.618,3.4776,10.591,3.0455,0.41548,0.56505,6.0343,26.078,0.086402,0.083369,0.23612,0.47646,-0.1001,0,67,22,3.4776,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,21,68,89,0.15476,2.4831,3.25,10.524,3.2381,0.42392,0.7072,4.7105,29.32,0.078611,0.086943,0.23629,0.49987,-0.12135,0,68,21,3.25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,18,71,89,0.15493,2.2247,2.7887,11,3.9444,0.47706,0.37285,4.0252,30.419,0.080363,0.085775,0.19516,0.54575,-0.06589,0,71,18,2.7887,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,19,71,90,0.15419,2.3111,2.9296,10.947,3.7368,0.43501,0.28152,4.9846,42,0.086152,0.08805,0.20641,0.58839,0.015535,0,71,19,2.9296,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,26,66,92,0.14627,2.7283,3.803,9.6538,2.5385,0.30347,0.38437,6.3011,28.89,0.075293,0.081621,0.21928,0.44278,-0.049726,0,66,26,3.803,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,18,73,91,0.1484,2.1429,2.6712,10.833,4.0556,0.44237,0.25066,3.5071,35.495,0.072216,0.085931,0.2048,0.57384,-0.092263,0,73,18,2.6712,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,20,71,91,0.15,2.3407,3,10.65,3.55,0.34827,0.50443,3.6214,27.917,0.070553,0.084332,0.20745,0.53877,-0.15517,0,71,20,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,22,69,91,0.15217,2.5385,3.3478,10.5,3.1364,0.33258,0.3042,4.9996,31.873,0.077168,0.085584,0.22424,0.4991,-0.089299,0,69,22,3.3478,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,22,68,90,0.14906,2.4778,3.2794,10.136,3.0909,0.34208,0.56473,5.1259,28.031,0.078821,0.082285,0.22961,0.52053,-0.069112,0,68,22,3.2794,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,27,65,92,0.15043,2.8696,4.0615,9.7778,2.4074,0.19035,0.28766,6.3766,25.632,0.076307,0.082426,0.22638,0.43155,-0.11763,0,65,27,4.0615,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,22,69,91,0.15217,2.5385,3.3478,10.5,3.1364,0.39688,0.58067,5.1297,39.785,0.076892,0.089111,0.19603,0.51564,-0.062578,0,69,22,3.3478,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,23,68,91,0.1509,2.5934,3.4706,10.261,2.9565,0.30061,0.91592,5.511,23.402,0.079722,0.080557,0.21116,0.47674,-0.12298,0,68,23,3.4706,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,20,67,87,0.15821,2.4368,3.1642,10.6,3.35,0.43294,0.69987,5.1257,41.895,0.084854,0.095684,0.21328,0.57621,0.031302,0,67,20,3.1642,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,28,64,92,0.14955,2.913,4.1875,9.5714,2.2857,0.24025,0.45066,7.1125,27.251,0.076772,0.082299,0.21625,0.4226,-0.090335,0,64,28,4.1875,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,19,66,85,0.1563,2.3059,2.9697,10.316,3.4737,0.42892,0.21828,4.1337,32.812,0.078138,0.091353,0.18861,0.58553,-0.08305,0,66,19,2.9697,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,28,61,89,0.15281,2.9326,4.2787,9.3214,2.1786,0.27344,0.29852,8.3455,27.448,0.082092,0.08265,0.23056,0.40381,-0.049659,0,61,28,4.2787,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,18,68,86,0.16503,2.3488,2.9706,11.222,3.7778,0.42711,0.48293,4.1686,38.019,0.084239,0.09618,0.21242,0.57535,-0.098302,0,68,18,2.9706,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,19,69,88,0.15866,2.3636,3.0145,10.947,3.6316,0.33092,0.50698,4.2472,25.143,0.080955,0.086531,0.18294,0.60145,-0.11844,0,69,19,3.0145,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,19,70,89,0.15414,2.3034,2.9286,10.789,3.6842,0.44472,0.88967,3.8402,28.902,0.076049,0.087332,0.18912,0.51197,-0.105,0,70,19,2.9286,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
